CreditScore,Age,Balance,EstimatedSalary,Tenure,NumOfProducts,Exited
446,49.03159374402938,209397.2616979647,90471.58129912683,8,1.0,1
517,78.27313509046054,121732.43357298442,54833.200557463446,2,1.6027087070540942,1
687,40.24195976237403,177069.4509295402,73484.5074884892,3,2.6631522985528475,1
637,65.79018686267293,180916.9021080335,70568.25858942428,5,3.0,1
432,59.2359854738579,43292.88878667385,93883.06013626375,6,3.722227040122851,1
750,44.70504395985806,222448.76391445662,176453.21879636272,6,1.1566764355240133,1
390,50.0,174258.07041429152,126871.27356641804,3,2.0356609639234433,1
696,81.46810936498314,221937.12360430945,105439.95091382533,4,3.5509531244727968,1
747,55.80724870942464,228987.42582912353,171991.236460498,3,2.5742998279232854,1
596,66.96244141990336,52122.778090305015,87236.00372020777,8,2.3375065088996276,1
447,36.77107174986631,129079.53765729092,68547.41603621065,7,4.0,1
472,70.48548863127857,234995.00782995255,48413.443074836745,6,2.1671064051127704,1
785,45.12651146721886,176081.2312468871,156431.89626034646,6,2.1250889098364034,1
674,36.29782965722611,201086.8780162399,21555.750013202774,8,1.3893488971678338,1
621,25.874998036938617,33525.58193455285,144390.5526117846,6,3.0,1
380,67.58983481305792,49968.56434917617,72116.51022288145,0,1.053621346641629,1
617,45.61993723438112,121828.65946012146,55108.89660189146,2,2.1700044832584915,1
416,61.518679092613844,167119.0286083948,143886.9899521889,4,2.673057899745305,1
671,48.64013593918732,161054.1548933943,130764.16414478651,5,2.7866213536042284,1
568,31.44358880436025,221400.64943331532,101546.69056093619,9,1.1391027989099378,1
711,75.54181430498818,174918.5179737271,72307.73026663969,9,2.6738556656892474,1
690,54.6277216104925,190656.90241234135,83597.40943888722,0,2.4891492099897548,1
604,20.0,17434.22870923342,159916.39367787103,4,2.022568583202377,1
478,41.01572330241486,217306.2450657083,155982.75012166545,5,2.1128581447127623,1
420,50.644984878231234,88947.19379937215,41354.929162940825,7,3.0,1
774,50.28272574790614,121265.77145529099,191567.2962271879,9,4.0,1
478,32.42951131538646,94160.05185505115,176969.4049132698,3,3.7147556576932335,1
716,77.78051171111031,135680.6813932074,18677.400172440004,8,4.0,1
629,41.47350821299478,188216.2986922736,176738.5576415921,4,1.7869757993812008,1
490,70.84572780779847,169090.350896674,78150.2961578238,5,1.1127637077064632,1
688,41.57197489279541,132318.32750654462,167674.43544297596,7,2.679248100328321,1
616,41.621993674438926,126582.55948434716,185304.17626131515,6,3.4941907774076704,1
522,32.724184092203885,42803.26145409563,104051.25073460888,3,2.5603486743503234,1
586,65.24185139376613,200842.4366081807,185062.94299268685,6,1.0,1
522,61.258366107518306,128191.54609444592,59834.088943027506,6,3.2903085531386838,1
535,69.3873156553254,78922.09714429751,151874.52386824923,3,3.0,1
576,21.170750845581914,20674.1586877815,58866.85887174798,1,2.0,1
686,30.16668729542377,123327.97687212894,60972.7136200477,6,3.547616100653747,1
577,71.19033413715576,196230.60334074462,30727.579470458917,7,1.7190334137155756,1
524,76.03266906543425,202690.51895922917,181214.32749518854,5,1.0,1
555,82.41812836691523,197932.2735227591,34951.01847896527,4,4.0,1
773,66.10986144637052,162120.6934923229,73030.13218184788,5,3.8807283279602567,1
465,52.1411095645167,38389.90688197911,196178.98127973775,5,3.0,1
600,68.49703096715822,232828.95062809894,48310.408035494795,6,1.4998020644772148,1
537,33.908993054373056,41352.080356456485,157645.13404128928,9,2.3191144989079597,1
502,81.28577323702777,190835.2079481744,150919.6189115632,5,2.0458867442850766,1
692,58.61291917745588,26174.303808155542,43316.36438890713,7,1.31461818101741,1
371,61.701951247852186,99796.70778158643,20309.38129001233,1,2.3509756239260913,1
752,54.83257619153985,136130.75212328677,116527.13710044758,1,2.4046537416485503,1
771,63.357236116674784,18666.566210375306,42518.59965094278,7,2.1810456579718385,1
364,81.79008714858392,152213.8752338666,90095.91113707285,1,3.8081268155954984,1
317,22.550949923292148,180175.42162594793,13901.330019861303,3,1.122433316287144,1
548,50.500231063298486,128539.81990928075,189431.12240463743,5,2.2272517215183196,1
388,38.97843336684117,90735.36115741692,193785.99706190018,0,3.9784333668411724,1
635,33.49853265544763,191124.47252243775,199737.9739725501,6,1.166829704950263,1
617,88.50608576322324,116553.42128886051,176556.04101552843,3,2.9533151801007262,1
594,43.3385950454718,73362.55636406258,14621.866412781692,1,4.0,1
497,69.92759181282773,173442.37146390654,80810.75088454793,8,2.2525860066847243,1
416,62.482190267646416,229832.81707466033,27379.208234986472,2,3.6592876107058565,1
645,59.302353342897405,147218.26455622516,197205.97103907133,3,1.8881899988964537,1
489,40.85914427806689,41951.82478542105,142086.3636547636,0,3.0,1
687,38.226781707270014,95705.0489107824,71678.32489366834,6,4.0,1
398,57.098633371536685,175602.49557483054,137599.01428123092,4,2.663301235344688,1
683,58.43298705527011,17857.6818614552,103618.43350755628,7,1.4648547808132708,1
536,73.5035400380965,202887.55545528154,179242.8514038795,4,1.738822605382913,1
817,65.46564266569824,16504.353235050286,98033.47300775579,6,2.651203281976788,1
812,35.81136775357592,111650.62212707757,87504.43613265916,8,1.1886322464240748,1
669,40.968410335986476,106533.85353800275,143576.24376180652,7,3.507897416003381,1
547,42.51451562587396,210472.99233574115,93118.99946066928,8,1.0,1
660,45.89396151739839,33111.05762498371,198555.70430732935,1,2.810603848260161,1
766,34.272916111382315,29162.338617365327,70358.32154879716,2,2.264479294206419,1
765,50.8104188029278,23977.016820442797,97101.0880076163,3,1.663791623941444,1
798,32.927580624393734,104971.36334434284,13018.47294957071,7,1.169101933661984,1
654,86.88246516265485,86825.61027541306,61383.70835665682,5,1.720616290663715,1
479,74.50457734531773,214907.00378640747,67736.67956664624,0,2.2458341547224077,1
546,47.76552087522283,234589.95630368358,46496.59540652282,7,3.0,1
560,32.602581317389145,182387.68091880818,27270.719362407377,3,2.9198709341305427,1
595,20.441252724814284,16994.241890604815,160237.83250837162,3,2.110313181203571,1
401,44.50599730121262,176500.41971737702,106244.01954989614,7,2.6412831207089575,1
549,59.3591443628146,142720.49265778664,40075.45327910957,2,2.0185233072097923,1
531,38.719250480539365,228972.42534959954,20831.175381030876,2,2.6328303743049775,1
409,65.25540827292902,66528.29688132185,186897.90821753093,6,3.0,1
483,53.55441916705106,238701.17893762045,15892.965566960951,4,3.0,1
808,79.28317568687831,8652.1862789199,46544.112832516235,5,3.4926276251381534,1
699,84.02506411251642,139926.47420765334,20814.260798633968,8,3.983290591655723,1
433,64.06094234396014,224602.89169509453,31162.13783674012,1,1.8314009515659633,1
667,71.5199207463369,109285.40092773894,35258.00150923671,9,1.0,1
714,73.42806218981355,175145.55119031784,81695.85317009226,3,2.0,1
376,57.4159361835114,132361.7053438296,83169.88413409711,7,3.083356897306084,1
423,81.93191964643097,10506.610492997745,181655.28286769748,4,2.6411621239844103,1
599,36.138040296881385,154468.81956827425,122745.9468245694,3,3.343558540509732,1
718,41.05658853649336,197054.81492914894,17229.881152905837,9,2.816976560948007,1
535,76.96660493630316,39266.90793630607,150784.09399428876,6,1.0025688510536028,1
391,45.639522223793136,136498.7936025351,20425.17552630628,1,3.8187239477685333,1
492,25.327227276219805,243657.43326054394,84109.22293239649,3,2.5345545447560394,1
464,45.385421670986176,74443.41648984594,114251.12817688634,8,3.3502597716888394,1
662,66.14634461869197,37075.94671770165,148753.8594194253,6,1.834896567792925,1
343,76.05476151909903,14866.786703115786,124100.88701259968,6,3.0,1
668,67.52752788061241,228222.94746265083,48460.47387265439,4,1.9562754093356425,1
838,30.450571735658734,25076.56343794647,30532.39976824453,6,2.0741761955943123,1
797,78.00757747483333,18154.067979288902,102341.69084653622,5,3.4239512470961535,1
756,51.319959134610684,216087.59399794956,100469.79353085847,3,3.5199946697318287,1
610,34.65401365527578,93752.2839823923,40005.67898880305,7,2.860081935967294,1
408,67.94761987012495,122810.92233992525,119308.34294005609,1,1.3157140389625148,1
641,44.99847323505592,150673.13666746323,33463.648237724585,4,2.433604501168786,1
544,30.912002811535665,182306.57039663233,26124.29749683191,3,2.980445069230148,1
720,33.40202969279575,97846.25801635196,118014.97858551487,7,1.0,1
682,54.069046295413855,70002.18718368383,84055.79146497123,5,1.9882201237133579,1
821,45.061849462714704,38828.37809963987,75254.70314421647,1,2.0,1
380,57.65396051078647,52234.758878599976,66997.79794194624,2,3.1567783436646604,1
474,70.96347478216089,117636.43293184956,55636.721735057276,2,1.33198054748744,1
455,74.34616594635824,4862.2230522961845,148960.88306816798,8,2.6466353716473896,1
722,46.149030454441196,237033.89683833264,15919.200941551739,5,2.4197714678008584,1
710,51.83860054181763,2766.7124996017346,141830.3654853487,3,1.1431191907275584,1
672,58.32018116742844,192888.10249632536,183263.8307195189,7,1.0,1
573,46.420552159110755,36419.1988648948,71043.32002440323,7,3.3297460239556407,1
416,34.837926094300244,237921.61885503202,76762.56806597902,2,3.0,1
372,37.75040920256255,83714.04089634157,193313.22003889456,4,2.7504092025625493,1
611,33.065457388167715,189961.84118397313,193215.28841940334,10,2.6729007036350203,1
432,58.25429263835663,99358.2652757911,16195.427903709044,2,2.1037810685356377,1
539,22.505456405629083,5117.956588251543,160817.56033799986,4,3.3131820507036354,1
457,87.4634767944766,182179.38236075593,65913.6187582391,5,3.0,1
564,68.27509059810752,142615.37137559513,199495.01542653062,3,1.2942516764863514,1
627,79.04219670524307,171869.13963953606,74156.44100835417,7,2.2056262273657423,1
662,29.30192764528196,31140.298734570995,145782.415649166,5,3.0,1
680,59.337568744123686,132301.77133439586,17154.115663167308,5,3.551592158984067,1
484,57.243753167645465,82386.3497744039,179176.0926293324,8,1.0,1
660,60.24982236994636,3726.1681927905065,39641.185049097025,6,4.0,1
791,78.4531783258244,215155.98869143229,28589.825657754598,1,4.0,1
598,63.48719223925647,239283.46292704582,14426.379206883481,4,3.0,1
374,54.06934433341385,124420.34015967135,174965.8096992111,3,1.0,1
444,56.88718723234854,36619.2337252982,92535.2992302269,6,4.0,1
829,58.2453629575443,143294.7427580468,62349.63591698767,6,1.8427643349057665,1
608,38.56879064253585,211124.28685390754,94721.86255237297,8,1.0,1
752,55.405958520119256,135251.2188533033,116801.41945202922,1,2.4865655028741798,1
527,74.40970437203366,216612.57616897262,167014.4198998577,7,2.6506065232521037,1
464,84.2493720274366,120057.08974893528,176341.33059704665,5,2.326851711717405,1
832,38.40434570656046,101200.12917456008,194370.65629066082,4,1.8808691413120922,1
465,27.691756637478512,93992.86916353658,66666.84329705525,2,3.703532869652067,1
611,46.6177260190569,33613.14548412543,198452.13322373916,2,3.0,1
674,38.625345815342165,95931.10338381774,184197.7761637902,6,3.4886049258779845,1
646,45.61633826749607,4727.936385048955,156268.47210103253,7,3.6032221356579637,1
699,44.51161134869772,176382.58572710506,48528.22665843148,2,1.9767433975570343,1
828,49.31165130496329,101594.84981072944,34206.701177380666,9,1.0244624691895838,1
681,30.310060456286536,232015.71583377715,155291.34693141794,8,1.997946510848812,1
789,53.57848668987867,181396.74514388983,103219.46099757796,8,1.95615314750337,1
735,59.88858806674789,150176.6295119732,151250.68251052353,4,2.326621905748009,1
594,38.45280414525361,71960.46676497022,160109.46254261505,6,1.753371132481885,1
434,52.442891693605546,139718.51806717625,111618.14832078155,8,2.0,1
746,82.09553676527658,145634.17152875147,61851.72579571503,6,4.0,1
696,43.49927281416592,118955.71128276957,63936.67244639802,8,2.350072718583408,1
550,46.00578838276597,217200.30043953567,158066.1300152958,6,2.66730982030733,1
518,47.267511266060794,2806.845289628495,30006.340022837878,5,3.123402783933668,1
745,51.478289629689826,138526.13060249476,93688.40418487655,3,1.5253866197600103,1
734,82.25826589367989,225383.0022127124,48951.61234900794,3,1.3294354938859618,1
577,48.81255243474717,186409.715128637,176664.27921305774,5,2.6217132860393244,1
489,53.0582844650712,208986.79226049816,81505.73696767466,5,1.0,1
519,83.40107947874557,213882.20959479397,71977.49776710395,0,2.793327384802729,1
391,78.72164229496,19476.971112861887,90853.74435455324,7,1.958768278779995,1
621,59.570621414573125,41709.48064078666,110552.01731845741,6,2.7754237229899776,1
439,20.636298982597168,80245.9318632253,82695.12380768484,1,1.0722293482724778,1
408,57.964293170764485,62910.006940397834,188647.3445986994,8,3.0,1
798,30.589034601262114,28568.790160773475,68362.80264812977,2,2.0359905768392945,1
667,62.37244265799767,186864.62412128746,45877.60760584279,2,3.6246346654282378,1
654,54.499,194971.45581005234,83894.54300746626,6,2.8740675173558348,1
812,80.03975518255109,19912.874886318794,101844.00220653712,4,4.0,1
524,31.461205495616447,207182.86488308615,23472.01228011715,5,3.0,1
708,74.44480237046463,187606.5400514947,181214.2844873183,10,2.9901440113645723,1
589,66.6442263694111,142801.51097006453,194149.81711969504,2,4.0,1
435,54.918728779620956,91807.337544721,13908.43298563283,1,2.71544367298577,1
747,44.345253993091774,222947.49157408928,176256.13824533368,6,1.0767231095759493,1
673,63.18054324612315,18606.997286977883,103276.4463185203,7,1.3785355773432153,1
663,65.0017986996638,67438.29328414207,88274.05144023547,2,2.109143881110932,1
607,58.98638230539317,62214.903203456255,59266.336901400515,6,1.4996416396156098,1
826,67.91190022077434,98657.82549949473,156481.520169471,7,2.715026656854474,1
694,54.499,142701.41686484675,139270.0797974756,6,3.4451465303980418,1
642,68.96268893069701,43194.503304108875,152539.64408786423,6,2.0715938495137527,1
381,41.46400599314954,40658.18795837453,110447.29439479398,7,1.6143976027401825,1
459,81.16128279271476,179524.11421757104,102450.12142451805,4,1.2580648002749149,1
589,34.495652433241176,92353.1949719313,144736.8428216534,5,2.9729977526170277,1
439,54.499,28636.21093469388,187592.25729588256,8,2.0,1
741,53.402828204649154,186629.54848941462,92195.37588340111,3,2.2758325249806135,1
552,22.991779658472655,37016.27995755242,140936.89315572093,6,3.0,1
506,62.29057240101396,134157.03882350874,176188.96663482703,3,1.4721878917043791,1
597,65.77717703568334,158462.6913106859,27447.537936607656,2,2.5176298283979675,1
428,55.73809990916364,21865.800727750993,86055.12710895465,4,3.577877081440909,1
375,42.53697082230854,189709.53998825105,59273.44239528332,4,2.4986307102848686,1
703,55.32880905705234,185921.42599646072,138977.36259312084,4,3.9467309413231053,1
648,26.986210563825672,120086.3714885527,181153.2725342831,2,2.0735633542157657,1
604,52.83969619282695,165297.50989793096,130853.96418870619,8,3.8931307952179655,1
476,28.6236912274092,234517.4040990085,166497.00776388563,5,2.124899325185323,1
376,38.05975125103641,85482.72725914452,193432.31363413652,3,3.0597512510364124,1
447,71.0,134579.00858755206,186965.076927203,5,3.229806029133872,1
573,54.499,24851.69596074936,188029.47738160813,6,2.0,1
630,78.65560216825232,231073.62487242118,189058.9560558957,1,2.0936574526074745,1
685,50.578860109397326,189416.50032019083,185395.86701506755,7,1.2319106215813336,1
560,46.72502180579728,217185.03031481648,158366.41396515263,6,2.747224645088587,1
666,66.85631731789533,19187.151391951273,103011.66427238916,7,1.311703321492812,1
484,55.669147926549186,46237.19691368537,71793.22609616611,1,1.9187177356852012,1
431,49.22900703804845,181015.56603855657,24961.79504341917,8,1.8378413809055185,1
511,23.05200643351429,175714.51614474138,189690.18293617608,4,1.2170717732239797,1
474,27.83226396150404,93968.50920804554,66684.4115299524,2,3.6433154450696974,1
482,63.37028367593288,57561.71751758573,54020.278281551604,3,2.513323379791829,1
632,74.53342041470877,119856.3278732642,178455.44896509923,3,3.0,1
595,58.60014552495556,105811.11833340685,37157.68908241801,9,1.0,1
539,78.54065248309689,41431.16944410706,33127.22755848384,5,1.6437549969267071,1
308,41.03044552463378,171316.37692080296,13030.556222773195,1,2.75671056259889,1
637,43.51978161298628,188393.22826017998,177311.76364406134,4,1.6895342089054153,1
731,23.62408145473452,62075.637093581245,41729.81983082266,4,4.0,1
738,51.78193266920651,138430.03130363586,63069.988813332464,6,2.554516832698372,1
488,54.55372923079985,30950.490220050517,92314.16934849965,5,4.0,1
611,70.52054601067448,37961.66529848298,149574.60260329902,6,1.4984195376404246,1
566,75.84224018094545,136533.50943940954,168546.03511002666,6,3.3552800226181825,1
717,46.82833820595567,217230.45960294452,100857.8793434876,4,2.9341310703420436,1
557,42.26258756267428,108848.67653500875,136985.51888136799,8,2.9508391708449517,1
743,58.50308998343751,118783.8200945452,134954.237502272,4,3.9689431239648445,1
460,49.39929973845766,22163.899973362237,85515.50901217257,3,3.445818744551201,1
609,48.193105074813815,84358.78031305637,109859.4551212372,8,2.237967278960949,1
548,71.34565085597879,121853.50912835788,178428.65340795933,5,2.7266719738710834,1
534,68.72628057551292,90681.88814280754,181858.4304085808,10,1.8407850719391146,1
820,40.26461627194912,157969.61358060746,191794.14710984757,4,3.899720400720335,1
456,69.56470224220338,75621.62944543776,181984.54290775734,4,2.2664958471481196,1
810,59.383550832465275,159764.80972977213,153441.46389979066,6,3.0,1
709,34.87774309660968,94679.43403767738,168941.90374327762,1,2.105454063685756,1
681,51.118213776952814,237776.2251445071,156674.54249285525,6,3.7828708204176325,1
799,43.52744025357424,176207.96573497794,155506.5615028643,6,2.091736716857855,1
699,39.3860254545374,117310.76052627029,133663.6844771747,4,2.0,1
395,83.4161587535315,184250.21368525494,64366.872064722585,4,3.0,1
683,30.0,160779.28318991678,91382.00390012588,4,1.0,1
827,61.01447586674478,241140.44382889164,123602.64212591751,4,4.0,1
359,54.499,55237.00145380688,194762.59885503596,4,3.0,1
380,26.565030964396705,97128.45276898009,151475.5707164412,0,1.0691671358241925,1
747,51.81813438439642,140521.6444299762,115195.182424378,1,2.0,1
738,49.2094925421607,216624.58937608008,100652.14243241701,4,3.2447164185427004,1
760,25.587125835206926,231684.70133211554,126036.90746786087,6,1.9030506531025155,1
829,57.77245530843176,143179.82847627523,62422.90349906467,6,1.860279433021046,1
517,52.33626446187833,20591.60443402022,185013.66567009207,8,2.0961258517321513,1
831,79.30170957125618,14985.0532766969,49050.503233031384,8,2.2737178215578666,1
627,58.93367890613293,199101.71802351746,186896.44285504904,7,1.0,1
426,58.56744158798848,242994.05436054512,137033.00527262146,8,2.6271596805713164,1
545,59.174844287025664,88976.74015559137,64055.49502663363,3,2.945087072556536,1
776,46.34055699772526,38319.702888080275,74788.18443765417,1,2.1411261182993218,1
644,52.02210631061013,146345.68430014202,187968.01467062574,1,3.9984209778135624,1
467,61.860840544472765,100716.66526675843,32323.161920520346,3,2.6202801814909225,1
700,80.33608330326147,111010.68770244048,33490.9216026239,9,1.1751491259724764,1
506,57.245492509666335,36406.121942611135,69175.08428061323,6,3.366150181264676,1
470,52.663339155622104,98962.64370201873,131962.63049039769,9,2.1707670909696173,1
635,47.773332609933505,67404.586602426,191826.76351410153,4,3.7913480868415688,1
675,60.31381970731675,186176.1573774463,44624.43117773054,1,3.3305456724738214,1
329,86.84260284658498,42013.316521935536,12084.84447341644,7,1.157397153415019,1
462,48.320164602803615,109068.07599680766,13800.252351529052,1,2.396244856162387,1
710,49.82710988455467,39250.99061470676,99833.17915506267,4,2.0,1
583,47.502033400091705,29678.709469629608,79170.85756267747,3,3.0,1
487,74.44459173427413,243761.94221695198,40080.29665096823,8,3.0,1
774,28.60982697358606,33718.36670704129,68386.59018489241,3,3.0732179823907075,1
547,51.386333008662916,89675.6521236957,71563.20335745602,8,2.8011389159447564,1
656,47.33711619465086,226514.64970949097,188195.66358104988,7,2.0,1
710,53.750865441471376,72432.24150829046,192641.29099021576,2,3.7416378186176207,1
602,38.98713124101488,9236.892045818779,179557.05387411738,7,3.0,1
627,46.565076336089795,186395.98712490618,141598.4215372177,4,3.6623718599127537,1
590,39.64051016608559,132172.03822758072,120677.13040693871,3,3.0,1
497,51.848311985594776,63639.45717049074,190404.174261605,7,3.31188234079365,1
567,83.48791286915015,127832.34763675017,54881.97662330452,2,2.2563761456209237,1
576,41.12678248134992,92922.94209065808,192136.02643146666,3,3.5746435037300164,1
577,36.91059435964406,117326.40494509267,13210.962310432666,1,2.7527939262611234,1
715,24.25812375285909,4337.021482507161,161466.78509338628,4,4.0,1
649,58.036734595847314,83849.33396635267,115330.01215110226,5,1.7379649954931256,1
589,21.59141346802302,228323.5840508777,24639.947769297665,3,2.0,1
380,29.812674503428067,239493.67160200226,147913.13364390036,9,1.3245393657801614,1
608,65.34784580317717,86589.18927239085,120292.68678373013,1,1.1964413152227857,1
472,53.89076484516221,56080.89073411014,15075.342423197038,4,3.386154054992276,1
646,51.75444725636132,92625.34399430787,89330.83733169673,2,1.0,1
516,38.375341602343575,87216.06848027527,105080.96931896699,8,2.608462900398371,1
578,52.826295344040716,38288.488861805374,65501.864479484946,5,4.0,1
707,40.36230701260033,105943.64072849748,145452.97300078953,7,3.6594232468499164,1
729,53.757782595428196,94114.65747559958,187010.4449934047,9,2.624700669406608,1
673,55.80631495378914,198810.31514540545,29031.317191049784,7,1.0,1
393,50.0,175546.62715043648,129629.75417509866,4,2.185749522522083,1
783,29.573653617507155,28120.322724558555,67703.55326563216,2,1.8970538552997138,1
346,79.97557051084003,45753.97686191899,11021.886177708786,6,1.561954359132798,1
411,39.89889128342689,238078.892867472,165040.93710188233,3,2.992222406417453,1
664,73.10840667604796,222899.57943324535,105533.62085658731,5,3.126296897036964,1
528,32.459853942281164,246420.86909921045,120318.1507450437,6,3.2489435247968728,1
691,41.22191143175331,55957.00342655138,36862.77012517772,7,3.0266853140948013,1
342,55.32098527835839,85648.48116241016,172934.38119552383,3,1.3342153372601147,1
681,51.05148481949443,163639.70475305812,134829.10460721716,8,2.0514848194944326,1
472,75.40437232375879,36843.03601780922,13128.667251113391,6,2.0231436184918707,1
805,65.78836069052791,12090.996264192741,46244.78880549688,5,3.606609147036067,1
733,82.76479991461251,20358.881069291452,30882.961430986394,3,2.794596991499477,1
687,70.82339516084735,2237.4247939310308,45932.380461901615,5,2.963563368728145,1
553,60.11003390438441,166781.2882068628,138242.502543331,5,2.4555016952192203,1
829,69.48959368373086,157053.97923255272,153538.27154047487,6,3.0,1
615,78.3898732678791,232193.2727213361,76335.31655119873,6,3.0,1
838,54.83077345257318,135273.67437729725,96953.27882186217,3,1.0260204268517454,1
811,47.508252165675714,101464.1197176819,34692.69102847339,9,1.1104998395795764,1
448,52.84902748163327,138302.9639536779,29337.412413024824,1,3.0215675026238187,1
456,31.445148416471447,93008.97390653194,68563.88464246751,2,4.0,1
472,42.68203408641606,160280.20033817674,146407.21444471114,7,2.0,1
641,52.68294780708271,146173.88273764952,188257.42958543883,1,4.0,1
557,42.580371080078585,129989.35321009257,171082.95619552498,6,1.8671187274216026,1
716,43.89936539320993,123752.50307637374,191046.93514393092,9,4.0,1
732,73.52485352004878,94907.65160907702,142603.2664477615,7,1.780679598788618,1
601,39.297722391308,245140.60599230384,121068.30450156139,5,3.4288874313502107,1
407,22.172831928674757,41045.21399267764,163485.33838055245,6,2.65226400594377,1
612,35.64188332160482,122096.8820215145,183330.42050925377,2,1.7271311968819276,1
363,37.02795748955661,79425.48235052916,193024.44761518695,7,2.00071685870658,1
745,56.6144732385209,86944.26411757935,129732.81821613423,2,2.0,1
650,68.61955819264188,186009.06843504033,46115.389559808966,3,4.0,1
512,61.85381742043732,31712.124235293555,53230.31761788389,4,2.3765943719000027,1
592,71.92811981267526,86940.93896483374,63054.7078635196,4,2.5269468913876967,1
577,21.189100682760177,227717.9150266736,25234.738255788237,3,2.0,1
616,59.0,201269.4329213248,180467.70447908095,3,2.75389575281935,1
729,63.986349922944164,11366.82240896411,83565.1744343575,1,3.986349922944162,1
518,41.97823602033687,38378.541794585944,159139.31669298062,10,2.630433474754572,1
700,79.23494548304754,174825.7014241543,70945.85702464053,9,2.941354224366496,1
460,43.32097378352387,166858.3150379217,11661.797805111053,0,2.5457875551574505,1
718,46.904841487181294,23284.79315538134,94049.65999986313,3,1.7194599676699718,1
500,65.5276672885549,118631.59542882885,155742.33487111912,4,2.145431335967359,1
721,44.46859909106484,88906.82941364979,137766.00077252393,6,3.4860954009830603,1
724,64.25091414802282,11552.384347205396,83573.71977413364,1,4.0,1
440,63.80815064558745,153304.16073487647,97536.69334206857,1,2.827929067827246,1
749,84.51330960494268,151837.78664552546,76742.02462139643,9,1.1130313815935147,1
604,60.89660506336996,57684.22698760876,97337.51670413993,5,1.3101848098901245,1
750,59.417865393143906,236037.84484357695,186705.059455167,7,2.4315081198476425,1
449,72.55122443707552,221792.44615736298,131970.35873811183,6,2.0,1
374,74.89864696313559,48070.34556902276,11182.44286952023,6,1.9681082429491532,1
407,26.06987506514381,76362.07214685582,160046.37003628534,7,3.0,1
784,34.67582145036736,44584.032531961166,159451.71608734145,8,2.8810746022058953,1
663,69.21293539059903,139466.75767465724,181390.80470905892,1,2.1881120641474707,1
788,50.02817411461275,25965.10783386607,97922.25406022674,3,2.866387789979068,1
522,49.03806411217659,58682.88007447692,64091.525970734154,4,2.9367280240378415,1
398,58.00408452272944,175274.94430921442,137899.05492270333,4,2.6852317614728256,1
675,66.6490542050458,96426.23852329252,163748.43398341048,3,1.4118522831444968,1
825,50.37559356326282,238718.00430665814,123944.52069118236,4,3.455158644269888,1
546,50.83771817028416,37428.69339886339,159969.58772554825,10,3.096722008962324,1
490,52.15194117687025,229931.38425351103,19496.298101218053,2,3.1432700534941027,1
338,22.621251208019427,112338.92014062354,78934.80864152123,3,1.1677156422089063,1
546,84.35162307365253,214227.03150512127,72905.40077149967,1,2.9981873968659873,1
527,71.95374966761888,37760.518622974916,166811.7976252831,5,2.6820834441270405,1
618,86.19011307366513,230728.62470767708,76503.49237955784,6,2.9049434631674353,1
380,30.0,158724.17915345746,82848.1256747288,4,2.5990619044672822,1
547,59.288300865013916,185150.60460026833,177709.72031153573,7,3.1730684665796796,1
429,54.13328321622351,98901.64511311185,31302.55733450724,3,3.0,1
730,50.42025423287281,46408.09301845736,187721.3322362098,8,3.0,1
382,47.78399241517263,175594.89284636735,128334.49621155007,2,2.0777768677140918,1
456,81.4679298586371,241336.39437649626,43215.045017517514,7,2.455660821553092,1
810,39.0119250648241,28544.443623003208,31244.78337883032,8,2.3943007595401244,1
527,63.89745893718609,239283.26244526083,186916.57782823022,3,3.0,1
590,56.606264602865515,40887.73393574279,97383.93042329449,5,2.7661387394530133,1
349,37.832613037853804,182973.00189553032,137848.6119790295,0,2.4270478371375823,1
715,40.68319151077925,197371.1916152573,17569.311371381802,9,2.7049574532337766,1
671,73.27604984722657,96133.02061563508,136834.02312316766,9,2.0,1
449,62.59655619568778,100010.71912317707,31555.8178534596,2,2.8655187318959268,1
485,67.0,209484.84578099154,57683.80228108627,4,1.535310531554835,1
450,31.11437786942472,98987.26817339724,32264.690478167708,10,2.6414716816314607,1
528,59.90536138264763,122420.10661512801,150751.17424052217,6,1.6145410182213156,1
733,56.98594944474942,120739.20281018663,136445.6608873948,4,3.496487361187355,1
436,59.03592997640417,53460.80057527927,11151.336768455103,6,3.0,1
514,69.60306792489799,222379.29302044126,129684.65919581488,7,2.0,1
508,36.66835244595817,204207.7016538466,27196.74777168254,4,3.013639845835881,1
701,42.58048866796478,126605.15391513637,91407.44939172103,8,2.303219546718591,1
618,30.966314440572848,146269.64718582563,64393.93505153508,8,1.3020095285022075,1
609,83.69285894335863,38098.989283580886,29306.810262311104,3,2.5805198078833875,1
535,58.54903401544395,211134.8289987736,71157.39589799508,2,1.2957528346203295,1
425,40.50434607911675,69949.50169097491,122845.77883217191,6,3.0086921582335058,1
597,60.84097862462061,119037.92030848922,157427.33453271206,3,2.4211189044340817,1
778,42.11561643321997,164396.73578454796,153276.05118451887,7,3.0,1
396,30.388092279200904,186153.0920251139,61840.94354156109,3,2.8823287387175656,1
814,53.500246465972126,103211.10099344577,34157.188466321735,10,1.0,1
464,80.3768199076185,227868.74743951234,77206.84841480179,6,3.0,1
820,49.838019869569735,34321.84548392477,146581.7008000781,6,2.944667612836654,1
544,74.61308480723496,222233.98707905182,127709.58588547276,6,2.198130741823577,1
323,24.082808078628414,226579.47390696497,93652.72590205888,1,2.981598204749241,1
