CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
CUST05563,771,Germany,Female,,8,211925.65,3.0,0,0,129453.37,0
CUST05564,546,Spain,Male,89.0,5,98619.86,3.0,0,0,36940.67,0
CUST05565,681,Germany,Female,,8,12857.87,3.0,1,1,189887.82,0
CUST05566,538,Spain,Male,55.0,10,157683.46,4.0,0,1,45040.78,0
CUST05567,666,France,Female,,1,246719.56,4.0,1,0,157117.65,0
CUST05568,467,Spain,Male,61.0,10,213559.18,3.0,1,0,75577.83,0
CUST05569,350,France,Male,53.0,1,189564.0,4.0,1,0,51010.66,0
CUST05570,679,Germany,Male,42.0,5,44125.5,2.0,1,1,163646.39,0
CUST05571,773,Spain,Female,59.0,2,187154.8,2.0,1,1,178689.07,0
CUST05572,379,Germany,Female,30.0,1,20369.15,1.0,1,0,11068.01,0
CUST05573,666,Spain,Male,73.0,7,123479.49,4.0,1,0,195088.78,0
CUST05574,760,Germany,Female,68.0,6,92724.94,4.0,1,0,90164.64,0
CUST05575,838,Spain,Male,67.0,7,226321.58,3.0,0,1,28254.54,0
CUST05576,751,Spain,Female,69.0,5,39958.94,1.0,1,1,96116.6,0
CUST05577,763,France,Male,50.0,8,197221.25,2.0,1,1,32527.93,0
CUST05578,777,Germany,Female,42.0,8,12127.98,2.0,1,0,59168.48,0
CUST05579,719,Germany,Female,,1,175438.69,3.0,0,1,115927.02,0
CUST05580,513,Germany,Female,,9,73444.55,4.0,1,0,78247.52,0
CUST05581,668,Germany,Female,,4,243978.36,3.0,0,1,53290.38,0
CUST05582,413,Germany,Female,20.0,8,167935.86,1.0,0,0,47331.67,0
CUST05583,802,France,Male,33.0,2,77226.37,2.0,0,0,130951.96,0
CUST05584,610,Spain,Female,19.0,4,58880.26,1.0,1,0,182840.93,0
CUST05585,768,France,Female,40.0,7,1598271.9,2.0,1,0,20720.77,0
CUST05586,343,Germany,Female,,1,68182.61,2.0,1,1,56402.8,0
CUST05587,714,Germany,Female,27.0,5,46701.34,1.0,1,0,136427.72,0
CUST05588,545,Spain,Male,82.0,10,161917.43,2.0,0,1,197596.12,0
CUST05589,383,France,Female,39.0,3,181071.76,2.0,1,1,139456.4,0
CUST05590,506,Spain,Female,69.0,5,59507.08,1.0,0,1,19998.52,0
CUST05591,450,Spain,Male,73.0,2,133968.12,2.0,0,1,43984.04,0
CUST05592,827,France,Male,50.0,5,165907.39,1.0,1,0,76056.66,0
CUST05593,464,Spain,Female,47.0,6,235479.18,3.0,1,0,39906.53,0
CUST05594,444,France,Male,41.0,9,200858.32,4.0,0,1,44632.52,0
CUST05595,336,France,Female,22.0,2,105203.71,4.0,0,0,61994.3,0
CUST05596,632,Germany,Female,70.0,4,211101.84,4.0,1,0,80827.44,0
CUST05597,702,Spain,Male,72.0,7,110423.5,2.0,1,0,84450.45,0
CUST05598,713,Germany,Female,40.0,1,32531.66,1.0,1,1,104881.65,0
CUST05599,344,Spain,Male,27.0,6,85275.11,4.0,0,1,186364.81,0
CUST05600,701,Spain,Male,50.0,0,201181.0,2.0,0,0,198736.35,0
CUST05601,505,Germany,Female,79.0,6,238951.19,2.0,0,0,13745.72,0
CUST05602,361,Germany,Female,44.0,0,245895.94,1.0,0,0,103816.01,0
CUST05603,719,Germany,Male,24.0,3,159773.75,3.0,1,1,152895.32,0
CUST05604,767,France,Female,44.0,3,119585.49,1.0,1,1,23926.02,0
CUST05605,318,Spain,Male,,4,40514.27,2.0,1,1,188825.79,0
CUST05606,664,France,Male,27.0,1,25631.08,3.0,1,1,188165.13,0
CUST05607,599,Spain,Male,74.0,10,129625.55,3.0,1,0,49594.65,0
CUST05608,306,Spain,Male,47.0,5,181944.77,4.0,1,1,159291.62,0
CUST05609,727,France,Female,20.0,5,80980.52,2.0,0,0,120478.52,0
CUST05610,416,France,Female,46.0,7,168669.18,1.0,1,1,16441.0,0
CUST05611,806,Spain,Female,31.0,9,142702.6,1.0,0,1,66487.44,0
CUST05612,845,Germany,Female,42.0,0,235187.22,4.0,1,0,60041.42,0
CUST05613,624,Germany,Female,,3,52389.23,2.0,1,0,177146.46,0
CUST05614,354,Germany,Female,66.0,1,147764.62,1.0,1,1,180525.15,0
CUST05615,341,Germany,Male,55.0,10,103449.23,1.0,0,1,16548.72,1
CUST05616,596,Spain,Female,88.0,7,65393.89,1.0,0,0,150868.22,0
CUST05617,530,Germany,Male,31.0,3,89323.07,3.0,0,1,32772.12,0
CUST05618,752,Germany,Male,47.0,7,73633.74,3.0,1,1,160275.53,0
CUST05619,693,Germany,Male,57.0,1,131912.15,4.0,0,1,170665.99,0
CUST05620,821,Spain,Female,29.0,3,139513.58,4.0,1,0,21257.46,0
CUST05621,657,France,Male,31.0,8,216385.02,,1,1,71989.47,0
CUST05622,743,Germany,Female,18.0,4,195326.45,2.0,1,0,82141.93,0
CUST05623,427,Spain,Male,85.0,5,75628.81,2.0,0,1,191478.24,0
CUST05624,704,Spain,Female,66.0,9,232831.32,4.0,0,1,80474.59,0
CUST05625,691,Germany,Female,,8,217088.19,2.0,0,1,58639.41,0
CUST05626,492,France,Female,53.0,8,156465.74,2.0,1,0,127742.54,0
CUST05627,377,France,Female,81.0,6,4657.13,1.0,0,0,40189.74,0
CUST05628,384,France,Female,45.0,10,52284.15,1.0,1,0,128766.22,0
CUST05629,329,Spain,Male,49.0,1,197329.81,2.0,1,0,97129.16,0
CUST05630,348,Germany,Female,89.0,6,113440.2,1.0,0,1,148973.39,0
CUST05631,444,Germany,Female,42.0,8,31487.63,2.0,1,0,119975.86,0
CUST05632,368,Spain,Male,64.0,1,102064.92,2.0,1,1,43550.67,0
CUST05633,357,Germany,Female,37.0,6,52975.78,3.0,1,0,188101.6,0
CUST05634,778,Germany,Female,50.0,6,223141.85,2.0,0,1,95268.38,0
CUST05635,744,France,Female,47.0,2,222314.6,3.0,1,1,151466.76,0
CUST05636,595,Germany,Female,54.0,5,96765.55,4.0,1,1,111068.91,0
CUST05637,470,Germany,Female,70.0,7,34348.38,2.0,0,0,174401.58,0
CUST05638,446,Spain,Male,91.0,9,89707.81,4.0,0,1,74034.82,0
CUST05639,783,Spain,Female,86.0,7,32184.99,1.0,1,0,131384.1,0
CUST05640,605,France,Male,25.0,2,76011.5,3.0,0,0,25083.39,0
CUST05641,745,Spain,Female,18.0,5,192795.38,4.0,0,1,24770.59,0
CUST05642,520,France,Male,24.0,1,72986.61,1.0,1,0,170272.17,0
CUST05643,677,France,Male,79.0,1,136050.49,2.0,1,0,165491.65,0
CUST05644,565,Germany,Male,75.0,7,29718.34,3.0,1,1,78265.74,0
CUST05645,394,France,Female,90.0,10,86906.36,2.0,0,0,138442.61,0
CUST05646,561,Germany,Female,25.0,9,9909.42,4.0,0,0,167507.12,0
CUST05647,370,France,Male,81.0,4,137042.07,2.0,1,0,37332.3,0
CUST05648,518,Spain,Female,25.0,4,86905.8,1.0,1,1,197099.98,0
CUST05649,832,Spain,Female,20.0,10,218000.98,4.0,0,0,178311.81,0
CUST05650,391,Spain,Male,75.0,3,98138.15,3.0,1,1,141274.04,0
CUST05651,426,France,Female,49.0,10,139443.78,1.0,1,1,113213.44,0
CUST05652,379,France,Male,85.0,9,244161.03,1.0,0,0,180035.97,0
CUST05653,537,Germany,Female,66.0,3,160676.48,3.0,0,1,150473.07,0
CUST05654,671,Germany,Male,55.0,7,125118.0,1.0,1,1,121096.08,0
CUST05655,785,Germany,Female,19.0,2,24531.18,4.0,1,0,179401.89,0
CUST05656,324,Germany,Female,26.0,10,205241.07,2.0,1,0,50017.71,0
CUST05657,455,France,Male,63.0,2,160595.83,,0,0,56431.16,0
CUST05658,816,France,Male,82.0,7,27131.08,3.0,1,1,186721.34,0
CUST05659,829,Germany,Female,66.0,2,61417.29,4.0,1,0,22748.33,0
CUST05660,356,France,Male,46.0,1,134411.87,4.0,0,0,18770.18,1
CUST05661,318,France,Male,46.0,10,11265.61,,0,1,160469.01,0
CUST05662,683,France,Male,50.0,4,179577.52,3.0,0,0,88659.38,0
CUST05663,492,France,Male,45.0,10,56948.46,3.0,0,0,184088.59,0
CUST05664,536,Germany,Male,43.0,2,122427.64,3.0,0,0,67131.04,0
CUST05665,686,Germany,Female,46.0,5,60410.85,4.0,1,1,64574.05,0
CUST05666,725,France,Male,28.0,10,122296.73,2.0,0,0,191871.21,0
CUST05667,576,Spain,Male,51.0,6,47419.75,3.0,1,1,115215.88,0
CUST05668,526,Germany,Male,65.0,2,148480.15,1.0,0,1,126604.66,0
CUST05669,622,Germany,Male,44.0,8,227601.68,1.0,1,0,180634.7,0
CUST05670,452,Spain,Female,89.0,9,201833.99,1.0,0,0,82355.74,0
CUST05671,536,Germany,Male,57.0,0,60380.19,4.0,0,0,57093.66,0
CUST05672,354,Spain,Female,48.0,6,124527.37,3.0,0,0,118503.71,0
CUST05673,735,Spain,Female,82.0,3,105777.1,4.0,1,1,87904.13,0
CUST05674,408,France,Male,56.0,6,241368.78,1.0,1,0,41082.15,0
CUST05675,483,Germany,Male,41.0,8,199705.28,2.0,0,1,32534.2,0
CUST05676,667,Spain,Female,85.0,8,26857.17,1.0,1,0,147837.16,0
CUST05677,497,France,Female,40.0,0,42138.1,3.0,1,0,16498.75,0
CUST05678,670,Germany,Female,78.0,9,175507.1,2.0,1,1,110233.17,0
CUST05679,672,France,Male,44.0,3,39964.54,2.0,0,1,72633.22,0
CUST05680,796,France,Female,33.0,6,237617.14,2.0,0,1,38672.71,0
CUST05681,500,Spain,Male,62.0,9,248236.71,1.0,0,0,179226.7,0
CUST05682,808,Germany,Female,44.0,5,194592.72,4.0,1,0,150702.82,0
CUST05683,621,France,Female,,8,6700.06,,1,0,156888.78,1
CUST05684,574,Spain,Male,22.0,6,120681.69,3.0,1,1,92818.69,0
CUST05685,510,Spain,Male,76.0,2,101519.88,2.0,0,1,133186.0,0
CUST05686,803,France,Female,89.0,6,199883.91,4.0,0,1,27203.21,0
CUST05687,417,France,Male,52.0,9,71752.08,4.0,1,1,36462.52,0
CUST05688,341,Spain,Male,87.0,4,96531.51,3.0,0,0,71288.09,0
CUST05689,614,France,Female,63.0,1,23375.34,3.0,1,1,96977.45,0
CUST05690,628,France,Male,73.0,9,85659.02,3.0,0,0,27825.57,0
CUST05691,316,Germany,Male,41.0,2,243463.46,2.0,1,1,117345.09,0
CUST05692,582,Spain,Female,27.0,5,235537.46,2.0,0,0,55562.49,0
CUST05693,557,France,Female,,5,187564.8,3.0,1,0,157166.02,0
CUST05694,318,Spain,Male,87.0,6,226815.91,2.0,0,0,10089.15,0
CUST05695,828,Germany,Male,65.0,5,52792.63,1.0,1,0,174554.91,0
CUST05696,722,Spain,Male,26.0,8,155457.97,4.0,0,0,149190.04,0
CUST05697,765,Spain,Female,67.0,4,124993.06,2.0,1,0,113772.76,0
CUST05698,672,Spain,Female,86.0,4,105672.51,4.0,1,0,150131.38,0
CUST05699,380,Germany,Male,65.0,7,81208.78,1.0,1,1,79270.17,0
CUST05700,847,Germany,Male,56.0,7,216579.9,2.0,0,1,40891.38,0
CUST05701,723,Spain,Male,22.0,0,121126.3,,0,1,11731.16,0
CUST05702,728,Spain,Female,28.0,2,181008.37,3.0,0,1,114225.49,0
CUST05703,687,Germany,Female,,5,176487.56,1.0,1,1,65469.06,0
CUST05704,503,France,Male,44.0,5,34017.78,1.0,1,1,50410.95,0
CUST05705,495,Germany,Male,24.0,0,12233.92,2.0,0,0,174731.85,0
CUST05706,584,Spain,Male,77.0,1,209990.79,1.0,1,0,147781.88,0
CUST05707,495,France,Male,67.0,9,122580.01,4.0,0,0,198133.35,0
CUST05708,606,France,Female,84.0,6,202521.38,3.0,1,0,135697.29,0
CUST05709,313,France,Male,86.0,0,74266.31,2.0,1,1,180119.57,0
CUST05710,445,Germany,Male,72.0,9,215457.99,1.0,0,1,32483.86,0
CUST05711,356,Germany,Female,33.0,4,207705.12,4.0,1,0,147324.93,0
CUST05712,509,Germany,Male,29.0,0,95417.86,3.0,1,1,26382.65,0
CUST05713,828,Germany,Male,44.0,5,102924.52,3.0,1,1,27968.39,0
CUST05714,643,Spain,Male,50.0,6,87723.1,2.0,1,1,172988.74,0
CUST05715,578,France,Male,72.0,7,8705.64,2.0,1,0,78416.2,0
CUST05716,508,Spain,Male,69.0,2,171915.15,,1,0,70122.18,0
CUST05717,634,Germany,Male,54.0,2,68183.14,2.0,1,1,44918.78,0
CUST05718,587,Germany,Female,32.0,10,221003.44,1.0,0,1,102139.08,1
CUST05719,551,Spain,Male,82.0,0,224344.29,2.0,0,1,48680.7,0
CUST05720,564,France,Female,85.0,2,1806448.0,1.0,1,0,112191.04,1
CUST05721,570,France,Female,20.0,4,45391.0,4.0,1,1,135483.23,0
CUST05722,718,Germany,Female,89.0,5,22323.12,4.0,1,1,134433.13,0
CUST05723,510,Germany,Female,22.0,2,204111.65,3.0,1,0,79283.43,0
CUST05724,664,Germany,Male,26.0,3,223266.53,4.0,0,1,143767.18,0
CUST05725,375,Germany,Male,18.0,4,88009.78,4.0,1,0,60555.96,0
CUST05726,620,France,Male,47.0,4,88238.98,2.0,0,0,163459.42,0
CUST05727,732,Spain,Male,88.0,8,97568.98,,0,0,10021.87,0
CUST05728,408,France,Female,37.0,7,206905.58,2.0,1,1,193647.37,0
CUST05729,821,Spain,Female,44.0,0,176767.99,4.0,0,1,92378.91,0
CUST05730,346,Germany,Female,,1,30494.08,2.0,1,1,73459.22,0
CUST05731,678,Germany,Male,48.0,4,158672.64,2.0,0,0,128651.65,0
CUST05732,395,Spain,Female,36.0,2,2444.41,2.0,0,1,177028.46,0
CUST05733,402,Germany,Male,,6,177596.55,2.0,1,1,76988.55,0
CUST05734,445,France,Female,24.0,10,191158.08,1.0,0,0,23308.08,0
CUST05735,326,Germany,Male,54.0,5,203737.1,2.0,0,0,77228.37,0
CUST05736,829,Germany,Female,88.0,1,156410.66,4.0,1,1,10966.47,0
CUST05737,381,Germany,Female,25.0,7,45147.03,2.0,0,0,45158.01,0
CUST05738,727,Germany,Male,74.0,4,198436.7,2.0,0,1,19881.44,0
CUST05739,778,France,Female,45.0,5,2249476.4000000004,1.0,1,1,83641.21,0
CUST05740,461,Spain,Female,34.0,7,158449.04,2.0,0,1,21352.34,0
CUST05741,701,Germany,Male,28.0,5,68779.47,2.0,1,0,196945.96,0
CUST05742,807,Germany,Female,32.0,9,44840.18,3.0,1,1,158564.07,1
CUST05743,337,France,Female,,2,57865.76,2.0,1,0,89711.33,0
CUST05744,810,France,Female,23.0,6,4226.06,4.0,0,1,160180.19,1
CUST05745,692,France,Female,,3,2542.15,3.0,1,0,89298.74,0
CUST05746,793,Germany,Male,78.0,5,74259.61,3.0,0,0,132945.49,0
CUST05747,499,Spain,Male,53.0,5,230739.93,4.0,0,1,166088.06,0
CUST05748,554,France,Female,52.0,10,155331.86,4.0,0,1,140036.47,0
CUST05749,478,France,Male,84.0,4,96526.76,2.0,1,0,26057.06,0
CUST05750,846,France,Female,80.0,0,2711.89,2.0,1,0,18262.26,0
CUST05751,688,Spain,Male,,7,247425.04,2.0,0,1,118281.94,0
CUST05752,697,Germany,Female,48.0,9,113961.1,3.0,1,0,47321.43,0
CUST05753,457,Germany,Female,54.0,1,247875.71,4.0,1,1,196977.68,0
CUST05754,303,Germany,Male,22.0,3,180034.99,1.0,0,1,13095.9,1
CUST05755,466,France,Female,21.0,2,12809.71,1.0,1,1,152219.94,0
CUST05756,767,Germany,Female,,5,214756.41,,1,1,18064.24,0
CUST05757,708,France,Female,41.0,10,132599.85,4.0,0,1,126065.78,0
CUST05758,711,Spain,Female,56.0,0,113182.1,2.0,0,0,89808.3,0
CUST05759,503,Spain,Male,73.0,8,189462.93,3.0,0,0,130236.41,0
CUST05760,493,Germany,Male,71.0,4,193700.23,3.0,1,0,154772.09,0
CUST05761,534,France,Male,55.0,4,199107.44,1.0,1,1,16308.08,0
CUST05762,449,France,Male,71.0,3,190134.09,4.0,0,1,109039.51,0
CUST05763,458,Germany,Female,36.0,3,160317.51,4.0,1,0,189044.56,0
CUST05764,578,Spain,Female,43.0,0,168905.58,3.0,1,0,51378.82,0
CUST05765,703,Spain,Female,69.0,8,214645.65,4.0,1,1,24718.99,0
CUST05766,610,Spain,Female,78.0,8,172635.16,1.0,1,0,156483.35,0
CUST05767,367,Spain,Male,84.0,3,25339.37,2.0,1,0,150873.94,0
CUST05768,762,Spain,Male,39.0,9,161375.16,4.0,1,0,84129.36,0
CUST05769,387,Germany,Male,34.0,9,42498.44,4.0,0,1,167746.97,0
CUST05770,516,Germany,Female,28.0,3,3563.24,1.0,0,0,113341.21,0
CUST05771,300,Germany,Female,56.0,6,53541.68,1.0,0,1,100318.46,0
CUST05772,434,Spain,Female,78.0,3,38601.25,2.0,1,1,166152.5,0
CUST05773,650,Spain,Female,66.0,0,25523.93,1.0,1,0,28646.59,0
CUST05774,439,Germany,Male,78.0,10,53746.69,3.0,0,0,52540.97,0
CUST05775,432,Germany,Male,29.0,8,140892.33,3.0,1,0,94385.77,0
CUST05776,477,Spain,Male,30.0,1,37867.45,2.0,1,0,26232.28,0
CUST05777,657,France,Female,75.0,4,69859.57,2.0,1,0,199215.6,0
CUST05778,679,Germany,Male,28.0,3,212398.03,4.0,1,0,69570.89,0
CUST05779,749,Spain,Female,81.0,7,222012.82,3.0,0,1,190071.46,0
CUST05780,762,Spain,Male,48.0,5,83271.09,3.0,1,1,100145.81,0
CUST05781,407,Germany,Male,,6,224737.78,3.0,1,0,185658.53,0
CUST05782,421,France,Female,60.0,1,146431.94,3.0,1,0,93597.14,0
CUST05783,316,Spain,Female,53.0,3,56592.1,1.0,1,1,164797.68,0
CUST05784,495,Germany,Female,19.0,3,188573.35,3.0,1,0,152708.74,0
CUST05785,626,Spain,Male,78.0,1,230523.54,2.0,0,0,189910.1,1
CUST05786,617,Spain,Male,53.0,9,164808.96,4.0,1,0,131115.79,1
CUST05787,778,Spain,Male,66.0,3,50332.68,4.0,0,1,53146.16,0
CUST05788,551,Spain,Male,44.0,8,21470.02,2.0,0,0,112961.31,0
CUST05789,802,France,Female,,7,57352.99,3.0,1,1,37716.2,0
CUST05790,418,Germany,Male,75.0,10,84627.13,1.0,1,1,73625.31,1
CUST05791,797,Germany,Female,23.0,0,83433.83,3.0,1,1,159945.71,0
CUST05792,785,Germany,Male,61.0,7,124636.48,3.0,0,0,12653.91,0
CUST05793,344,Germany,Female,64.0,10,126292.3,2.0,1,0,127964.19,0
CUST05794,613,Germany,Female,40.0,8,117858.15,4.0,0,0,141667.4,0
CUST05795,478,France,Male,91.0,7,85955.97,4.0,0,0,180960.26,0
CUST05796,717,Spain,Male,43.0,9,26707.62,4.0,1,1,153728.54,0
CUST05797,377,Spain,Female,24.0,0,104579.57,2.0,1,0,86536.28,0
CUST05798,625,Germany,Male,49.0,7,246440.09,1.0,1,0,155459.82,0
CUST05799,656,Spain,Female,50.0,4,163468.72,1.0,1,0,128840.96,0
CUST05800,715,Spain,Male,,8,109944.34,4.0,0,0,121482.66,0
CUST05801,814,Spain,Male,86.0,8,20872.66,4.0,0,1,24011.12,0
CUST05802,513,Germany,Male,,5,53312.18,1.0,0,1,112539.66,0
CUST05803,373,Germany,Male,59.0,2,143661.82,2.0,0,1,174748.41,0
CUST05804,808,France,Male,18.0,6,124468.46,,0,1,93001.68,0
CUST05805,631,Germany,Female,80.0,2,4798.77,3.0,1,1,143790.02,0
CUST05806,392,France,Male,24.0,6,21558.96,3.0,0,1,181710.2,0
CUST05807,818,Germany,Female,75.0,7,89002.15,2.0,1,0,111492.11,0
CUST05808,568,Spain,Female,67.0,4,35206.45,4.0,0,0,26743.64,0
CUST05809,675,France,Female,51.0,4,239460.67,3.0,0,1,20307.34,0
CUST05810,303,France,Male,68.0,3,8529.42,1.0,0,1,161563.8,0
CUST05811,437,France,Female,,2,243512.34,3.0,1,1,16213.6,0
CUST05812,530,Germany,Female,43.0,7,164138.43,1.0,0,0,199794.32,0
CUST05813,828,France,Female,49.0,10,101806.93,1.0,0,1,34226.69,1
CUST05814,351,Germany,Female,59.0,5,134858.14,1.0,0,1,157276.21,0
CUST05815,624,France,Female,79.0,5,102531.18,3.0,0,0,174866.16,0
CUST05816,576,Germany,Female,29.0,1,143301.91,2.0,0,1,68221.43,0
CUST05817,835,France,Male,57.0,3,38001.54,1.0,0,0,112908.41,0
CUST05818,785,Spain,Female,51.0,4,30003.3,3.0,0,1,190951.34,0
CUST05819,815,Spain,Female,,10,132147.67,4.0,0,0,191479.43,0
CUST05820,451,France,Male,44.0,9,17834.91,2.0,0,0,186721.27,0
CUST05821,782,Germany,Female,25.0,4,73121.08,3.0,0,0,62232.27,0
CUST05822,558,Germany,Male,64.0,2,231723.76,2.0,1,0,21313.23,0
CUST05823,623,Germany,Male,43.0,9,219053.28,3.0,0,1,29530.1,0
CUST05824,467,Spain,Female,74.0,4,207850.57,1.0,0,1,36956.56,0
CUST05825,609,Spain,Female,,4,126790.92,4.0,1,0,137618.85,0
CUST05826,778,Spain,Male,43.0,1,6971.18,,0,1,162463.09,0
CUST05827,355,Germany,Male,,4,30342.32,2.0,0,0,19561.89,0
CUST05828,772,Germany,Male,86.0,2,229862.77,4.0,1,1,179177.01,0
CUST05829,595,Germany,Male,64.0,2,209101.83,4.0,1,1,151987.7,0
CUST05830,760,France,Female,52.0,4,94130.46,,1,0,110754.3,0
CUST05831,623,France,Male,47.0,8,182243.88,1.0,1,1,198092.46,0
CUST05832,440,France,Male,67.0,1,213631.95,1.0,1,1,60385.37,1
CUST05833,561,Spain,Male,41.0,8,155083.9,3.0,0,0,51421.49,0
CUST05834,719,Spain,Female,47.0,2,213381.74,1.0,0,1,73612.54,0
CUST05835,540,Germany,Male,71.0,6,61168.5,4.0,0,0,110038.94,0
CUST05836,654,France,Male,84.0,0,115533.94,2.0,0,0,83499.07,0
CUST05837,479,Germany,Female,,0,144760.45,,0,1,167605.21,0
CUST05838,365,France,Female,25.0,7,157789.36,4.0,1,1,179953.18,0
CUST05839,647,France,Male,67.0,8,246747.58,1.0,0,0,193666.86,0
CUST05840,470,Germany,Male,64.0,2,211482.83,2.0,0,0,165467.72,1
CUST05841,773,Germany,Male,63.0,5,13815.23,4.0,1,1,125541.37,0
CUST05842,833,France,Female,52.0,2,42283.35,,0,0,126586.89,0
CUST05843,666,France,Female,78.0,5,164285.49,2.0,1,0,45433.37,0
CUST05844,406,Spain,Male,68.0,6,60127.51,4.0,0,1,60010.33,0
CUST05845,738,Germany,Male,80.0,4,39741.98,1.0,0,0,199479.3,0
CUST05846,526,Germany,Male,25.0,2,166662.72,1.0,1,0,59646.69,0
CUST05847,743,Germany,Female,51.0,7,134106.14,3.0,1,1,98705.97,0
CUST05848,741,Germany,Male,42.0,4,201297.49,4.0,1,0,83208.91,0
CUST05849,695,France,Male,61.0,0,79840.3,4.0,0,1,140769.11,0
CUST05850,383,Spain,Female,60.0,8,82425.98,2.0,0,0,73744.37,0
CUST05851,312,Germany,Male,67.0,2,37622.99,2.0,1,0,139760.49,0
CUST05852,792,France,Female,30.0,1,163064.54,3.0,1,1,192552.37,0
CUST05853,567,France,Female,63.0,2,177222.96,3.0,1,0,57953.47,0
CUST05854,824,France,Male,70.0,6,34606.71,2.0,0,1,80428.65,0
CUST05855,419,France,Female,80.0,10,63528.36,2.0,0,0,75013.27,0
CUST05856,652,France,Female,19.0,9,38567.83,3.0,1,0,67067.88,0
CUST05857,356,Germany,Male,57.0,7,186919.25,1.0,0,1,61354.12,0
CUST05858,339,Germany,Female,40.0,1,52274.43,3.0,0,1,129708.11,0
CUST05859,635,Spain,Female,,6,38061.64,2.0,1,1,114140.88,0
CUST05860,472,Germany,Male,86.0,10,17462.93,4.0,0,1,106646.66,0
CUST05861,846,France,Male,51.0,4,207824.87,2.0,1,1,162111.62,0
CUST05862,558,Spain,Male,91.0,8,30994.79,1.0,1,1,37840.74,0
CUST05863,816,France,Male,44.0,6,7416.76,2.0,1,1,42247.81,0
CUST05864,822,France,Male,72.0,0,16076.33,2.0,1,0,107481.6,0
CUST05865,416,Germany,Female,21.0,0,91707.72,3.0,0,0,77208.16,0
CUST05866,483,France,Female,85.0,5,149163.14,1.0,0,1,43019.89,0
CUST05867,415,Germany,Female,89.0,8,99551.18,3.0,0,0,141220.21,0
CUST05868,461,France,Female,87.0,0,113851.73,4.0,1,1,104254.26,0
CUST05869,842,Spain,Female,44.0,2,229826.36,4.0,1,1,48425.26,0
CUST05870,536,France,Male,64.0,4,189730.29,1.0,0,0,60237.0,0
CUST05871,365,Germany,Male,57.0,3,85260.33,4.0,1,0,147380.01,0
CUST05872,369,France,Male,44.0,0,385786.5,4.0,1,0,72219.91,1
CUST05873,746,Germany,Male,24.0,9,187293.11,2.0,1,1,48858.51,0
CUST05874,715,Germany,Female,40.0,3,143380.94,3.0,1,1,193464.2,0
CUST05875,831,Spain,Male,81.0,3,240561.67,3.0,0,1,26728.49,0
CUST05876,740,Germany,Male,46.0,10,227110.59,,1,0,37913.67,0
CUST05877,763,Spain,Female,,9,140910.68,1.0,1,1,146282.92,0
CUST05878,695,Spain,Female,,3,17477.55,2.0,1,1,90885.14,0
CUST05879,694,France,Male,,2,7739.92,2.0,1,1,153056.95,0
CUST05880,625,Spain,Female,44.0,6,209380.1,1.0,1,1,115027.83,0
CUST05881,390,Germany,Female,29.0,0,174510.53,3.0,1,1,17640.94,0
CUST05882,369,Germany,Male,,1,140039.35,2.0,1,1,139988.11,0
CUST05883,465,Spain,Female,54.0,0,172231.31,2.0,0,1,163095.04,0
CUST05884,513,France,Male,51.0,3,134946.71,3.0,1,0,115008.23,0
CUST05885,634,Spain,Female,53.0,4,144584.43,4.0,1,0,68436.27,0
CUST05886,668,Spain,Female,23.0,10,56472.24,1.0,0,1,12949.15,0
CUST05887,348,Germany,Female,49.0,9,113876.1,,1,1,182269.66,0
CUST05888,351,France,Female,90.0,4,2768.39,3.0,1,0,144326.15,0
CUST05889,588,France,Male,,1,167183.41,4.0,1,0,18511.41,0
CUST05890,538,France,Female,27.0,10,83075.64,3.0,0,1,169712.45,0
CUST05891,432,France,Male,46.0,2,164081.04,3.0,0,0,20081.62,1
CUST05892,465,Germany,Male,28.0,3,231615.42,,1,0,145180.46,0
CUST05893,673,France,Female,83.0,9,147910.83,1.0,1,1,141872.77,0
CUST05894,672,France,Female,73.0,5,82021.25,2.0,0,1,184068.14,0
CUST05895,777,France,Male,75.0,5,51789.66,1.0,1,1,41431.64,0
CUST05896,778,Germany,Female,69.0,1,62927.12,1.0,1,1,117781.54,0
CUST05897,599,Germany,Female,78.0,1,246824.26,3.0,1,1,113493.73,0
CUST05898,381,France,Male,34.0,8,153840.76,3.0,0,1,16646.05,0
CUST05899,386,Germany,Female,47.0,1,110136.38,3.0,0,1,131278.48,0
CUST05900,524,Spain,Male,89.0,1,57743.76,1.0,1,1,58265.58,0
CUST05901,315,France,Female,,2,193262.68,2.0,1,0,73173.4,0
CUST05902,657,Germany,Female,22.0,8,96860.84,3.0,0,0,55857.25,0
CUST05903,462,France,Female,,5,75281.65,4.0,1,1,20625.41,0
CUST05904,813,France,Female,87.0,10,55576.18,2.0,1,1,41659.35,0
CUST05905,649,Germany,Female,,5,46407.81,2.0,0,0,49388.53,0
CUST05906,763,Spain,Female,26.0,9,68344.24,2.0,0,1,119691.86,0
CUST05907,674,France,Male,88.0,4,156800.74,4.0,1,0,35641.69,0
CUST05908,391,Spain,Male,81.0,6,59961.94,4.0,1,1,184935.64,0
CUST05909,480,Germany,Female,41.0,10,15149.6,3.0,1,0,54039.45,0
CUST05910,600,France,Female,22.0,3,89756.13,2.0,1,1,133831.49,0
CUST05911,488,Germany,Male,68.0,9,146212.98,1.0,0,1,39940.47,0
